comment,date,downvotes,gender,location,search,upvotes,user,video,views,cleancomment,sex,sexuality,stem,lemma
"She got hot thick white ass... would pull this white woman by hairs, bend her over on her hands and fuckin BREED her white wholes.",2019-02-09 21:44:32 UTC,11,"Male, Heterosexual",Italy,Hidden_Cam,1362,https://xhamster.com/users/partyman911,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,She got hot thick white ass would pull this white woman by hairs bend her over on her hands and fuckin BREED her white wholes ,Male,Heterosexual,"['got', 'hot', 'thick', 'white', 'ass', 'would', 'pull', 'white', 'woman', 'hair', 'bend', 'hand', 'fuckin', 'breed', 'white', 'whole']","['get', 'hot', 'thick', 'white', 'as', 'would', 'pull', 'white', 'woman', 'hair', 'bend', 'hand', 'fuckin', 'breed', 'white', 'whole']"
she's gorgeous,2019-01-20 07:13:12 UTC,11,"Male, Heterosexual",United States,Hidden_Cam,1362,https://xhamster.com/users/boowie69,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,she s gorgeous,Male,Heterosexual,['gorgeou'],['gorgeous']
Lovely big arse and tits too,2019-01-19 10:26:08 UTC,11,"Male, Heterosexual",United Kingdom,Hidden_Cam,1362,https://xhamster.com/users/ourkid,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Lovely big arse and tits too,Male,Heterosexual,"['love', 'big', 'ars', 'tit']","['lovely', 'big', 'arse', 'tit']"
Wow. What an amazing bbw body she has. Love her wide hips.,2018-12-30 09:05:15 UTC,11,"Male, Heterosexual",United Kingdom,Hidden_Cam,1362,https://xhamster.com/users/insidepocket,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Wow What an amazing bbw body she has Love her wide hips ,Male,Heterosexual,"['wow', 'amaz', 'bbw', 'bodi', 'love', 'wide', 'hip']","['wow', 'amaze', 'bbw', 'body', 'love', 'wide', 'hip']"
damn she is amazing. what hot body...big booty and big boobs,2018-12-21 21:06:34 UTC,11,"Male, Heterosexual",Mauritius,Hidden_Cam,1362,https://xhamster.com/users/tatoorouge,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,damn she is amazing what hot body big booty and big boobs,Male,Heterosexual,"['damn', 'amaz', 'hot', 'bodi', 'big', 'booti', 'big', 'boob']","['damn', 'amaze', 'hot', 'body', 'big', 'booty', 'big', 'boob']"
hot,2018-12-10 09:54:32 UTC,11,"Male and female couple, Heterosexual",Netherlands,Hidden_Cam,1362,https://xhamster.com/users/hoppagaan,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,hot,Male and female couple,Heterosexual,['hot'],['hot']
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,2018-11-28 22:23:44 UTC,11,"Male, Heterosexual",,Hidden_Cam,1362,https://xhamster.com/users/big_butt,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,Male,Heterosexual,['mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm'],['mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm']
she is fantASStic!,2018-11-15 22:57:31 UTC,11,"Male, Heterosexual",Czech Republic,Hidden_Cam,1362,https://xhamster.com/users/bobromil,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,she is fantASStic ,Male,Heterosexual,['fantasst'],['fantasstic']
Woof woof,2018-11-04 17:52:07 UTC,11,"Male, Heterosexual",Australia,Hidden_Cam,1362,https://xhamster.com/users/fencejumper,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Woof woof,Male,Heterosexual,"['woof', 'woof']","['woof', 'woof']"
my friend fuck my wife like this on beach,2018-11-01 03:27:46 UTC,11,Male and female couple,United Kingdom,Hidden_Cam,1362,https://xhamster.com/users/pivasasor,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,my friend fuck my wife like this on beach,Male and female couple,Male and female couple,"['friend', 'fuck', 'wife', 'like', 'beach']","['friend', 'fuck', 'wife', 'like', 'beach']"
"le chien semble bien habitué, il doit les lécher avec sa langue rapeuse...",2018-10-17 07:44:54 UTC,11,"Male, Bisexual",France,Hidden_Cam,1362,https://xhamster.com/users/celte300,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,le chien semble bien habitu il doit les l cher avec sa langue rapeuse ,Male,Bisexual,"['le', 'chien', 'sembl', 'bien', 'habitu', 'il', 'doit', 'le', 'l', 'cher', 'avec', 'sa', 'langu', 'rapeus']","['le', 'chien', 'semble', 'bien', 'habitu', 'il', 'doit', 'le', 'l', 'cher', 'avec', 'sa', 'langue', 'rapeuse']"
wonnnnnnnnnnnnnn love that,2018-10-01 22:57:44 UTC,11,"Male, Heterosexual",Bolivia,Hidden_Cam,1362,https://xhamster.com/users/eltaradon,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,wonnnnnnnnnnnnnn love that,Male,Heterosexual,"['wonnnnnnnnnnnnnn', 'love']","['wonnnnnnnnnnnnnn', 'love']"
Great to catch them at it like that,2018-09-24 05:58:26 UTC,11,"Male, Heterosexual",United Kingdom,Hidden_Cam,1362,https://xhamster.com/users/lustboy_69,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Great to catch them at it like that,Male,Heterosexual,"['great', 'catch', 'like']","['great', 'catch', 'like']"
amazing ass mmmmmmmmmmmm,2018-09-23 21:27:49 UTC,11,"Male, Bisexual",United Kingdom,Hidden_Cam,1362,https://xhamster.com/users/crotchlover,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,amazing ass mmmmmmmmmmmm,Male,Bisexual,"['amaz', 'ass', 'mmmmmmmmmmmm']","['amaze', 'as', 'mmmmmmmmmmmm']"
"Love her big, round, white ass! Nice jiggle!",2018-09-20 17:44:09 UTC,11,"Male, Heterosexual",United States,Hidden_Cam,1362,https://xhamster.com/users/magicmel,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Love her big round white ass Nice jiggle ,Male,Heterosexual,"['love', 'big', 'round', 'white', 'ass', 'nice', 'jiggl']","['love', 'big', 'round', 'white', 'as', 'nice', 'jiggle']"
why hiding her face and not his?,2018-09-19 09:18:07 UTC,11,"Male, Heterosexual",Germany,Hidden_Cam,1362,https://xhamster.com/users/searchingforher,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,why hiding her face and not his ,Male,Heterosexual,"['hide', 'face']","['hiding', 'face']"
Great ! So exciting ! xx,2018-09-17 08:50:15 UTC,11,"Male, Heterosexual",France,Hidden_Cam,1362,https://xhamster.com/users/kaybz,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Great So exciting xx,Male,Heterosexual,"['great', 'excit', 'xx']","['great', 'excite', 'xx']"
very haaaawt ... loved her ball sucking,2018-09-16 13:29:30 UTC,11,"Male, Heterosexual",United States,Hidden_Cam,1362,https://xhamster.com/users/joeyb,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,very haaaawt loved her ball sucking,Male,Heterosexual,"['haaaawt', 'love', 'ball', 'suck']","['haaaawt', 'love', 'ball', 'suck']"
So hot wish im nxt,2018-09-15 23:28:45 UTC,11,"Male, Heterosexual",,Hidden_Cam,1362,https://xhamster.com/users/dicker0801,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,So hot wish im nxt,Male,Heterosexual,"['hot', 'wish', 'im', 'nxt']","['hot', 'wish', 'im', 'nxt']"
I love her big ass,2018-09-15 09:46:56 UTC,11,"Male and female couple, Heteroflexible",Germany,Hidden_Cam,1362,https://xhamster.com/users/and1961,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,I love her big ass,Male and female couple,Heteroflexible,"['love', 'big', 'ass']","['love', 'big', 'as']"
An ass lovers dream,2018-09-15 01:34:19 UTC,11,"Male, Heterosexual",United States,Hidden_Cam,1362,https://xhamster.com/users/everready18,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,An ass lovers dream,Male,Heterosexual,"['ass', 'lover', 'dream']","['as', 'lover', 'dream']"
The animal was waiting for its doggy turn!! lol,2018-09-14 23:15:33 UTC,11,"Male, Heterosexual",Mexico,Hidden_Cam,1362,https://xhamster.com/users/chulote100,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,The animal was waiting for its doggy turn lol,Male,Heterosexual,"['anim', 'wait', 'doggi', 'turn', 'lol']","['animal', 'wait', 'doggy', 'turn', 'lol']"
Great hip!,2018-09-14 15:44:03 UTC,11,"Male, Heterosexual",,Hidden_Cam,1362,https://xhamster.com/users/ruloo,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,Great hip ,Male,Heterosexual,"['great', 'hip']","['great', 'hip']"
nice captuer,2018-09-14 14:31:07 UTC,11,"Male, Heterosexual",France,Hidden_Cam,1362,https://xhamster.com/users/bergerard123,https://xhamster.com/videos/estrangeiro-hidden-cam-couple-big-ass-against-the-rocks-10153861,778042,nice captuer,Male,Heterosexual,"['nice', 'captuer']","['nice', 'captuer']"
Love this video,2019-12-05 20:18:32 UTC,12,"Male, Heterosexual",Germany,Hidden_Cam,328,https://xhamster.com/users/icemang0310,https://xhamster.com/videos/girl-fucks-with-stranger-in-a-train-cabin-hidden-cam-11140820,217484,Love this video,Male,Heterosexual,"['love', 'video']","['love', 'video']"
That was a great video!!!,2019-05-05 22:00:01 UTC,12,"Male, Bisexual",United Kingdom,Hidden_Cam,328,https://xhamster.com/users/yamahajoe2018,https://xhamster.com/videos/girl-fucks-with-stranger-in-a-train-cabin-hidden-cam-11140820,217484,That was a great video ,Male,Bisexual,"['great', 'video']","['great', 'video']"
Supergeil!,2019-03-11 15:48:56 UTC,12,"Intersex, Bisexual",Netherlands,Hidden_Cam,328,https://xhamster.com/users/dilf72,https://xhamster.com/videos/girl-fucks-with-stranger-in-a-train-cabin-hidden-cam-11140820,217484,Supergeil ,Intersex,Bisexual,['supergeil'],['supergeil']
"It´s fantasy. But a damn good one! Amazing girl, love her fantasy. And great cock",2019-03-11 04:03:32 UTC,12,"Male, Heterosexual",Denmark,Hidden_Cam,328,https://xhamster.com/users/danish_friend,https://xhamster.com/videos/girl-fucks-with-stranger-in-a-train-cabin-hidden-cam-11140820,217484,It s fantasy But a damn good one Amazing girl love her fantasy And great cock,Male,Heterosexual,"['fantasi', 'damn', 'good', 'one', 'amaz', 'girl', 'love', 'fantasi', 'great', 'cock']","['fantasy', 'damn', 'good', 'one', 'amaze', 'girl', 'love', 'fantasy', 'great', 'cock']"
Good fantasy or imagination but he is not a stranger for her and this is not a hidden cam,2019-03-02 13:06:04 UTC,12,"Male, Heterosexual",Belgium,Hidden_Cam,328,https://xhamster.com/users/secretvoyeur1,https://xhamster.com/videos/girl-fucks-with-stranger-in-a-train-cabin-hidden-cam-11140820,217484,Good fantasy or imagination but he is not a stranger for her and this is not a hidden cam,Male,Heterosexual,"['good', 'fantasi', 'imagin', 'stranger', 'hidden', 'cam']","['good', 'fantasy', 'imagination', 'stranger', 'hidden', 'cam']"
What a load of crap,2019-10-15 00:24:26 UTC,36,"Male, Bisexual",Australia,Hidden_Cam,666,https://xhamster.com/users/niteman51,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,What a load of crap,Male,Bisexual,"['load', 'crap']","['load', 'crap']"
shit ,2019-09-28 23:33:47 UTC,36,"Male, Heterosexual",Australia,Hidden_Cam,666,https://xhamster.com/users/thebigfella,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,shit ,Male,Heterosexual,['shit'],['shit']
Why r me massages never that good lol,2019-09-28 11:25:35 UTC,36,"Female, Bisexual",United Kingdom,Hidden_Cam,666,https://xhamster.com/users/lathen,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Why r me massages never that good lol,Female,Bisexual,"['r', 'massag', 'never', 'good', 'lol']","['r', 'massage', 'never', 'good', 'lol']"
Only touch not massage hahahahaha ha not give money,2019-09-24 10:00:25 UTC,36,"Male and female couple, Heterosexual",Turkey,Hidden_Cam,666,https://xhamster.com/users/istanbul_couple35,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Only touch not massage hahahahaha ha not give money,Male and female couple,Heterosexual,"['touch', 'massag', 'hahahahaha', 'ha', 'give', 'money']","['touch', 'massage', 'hahahahaha', 'ha', 'give', 'money']"
Maybe real hidden cam but massage fake video fake,2019-09-24 09:59:41 UTC,36,"Male and female couple, Heterosexual",Turkey,Hidden_Cam,666,https://xhamster.com/users/istanbul_couple35,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Maybe real hidden cam but massage fake video fake,Male and female couple,Heterosexual,"['mayb', 'real', 'hidden', 'cam', 'massag', 'fake', 'video', 'fake']","['maybe', 'real', 'hidden', 'cam', 'massage', 'fake', 'video', 'fake']"
Was macht da mit meiner Ehefrau.,2019-09-24 05:16:45 UTC,36,"Male and female couple, Heterosexual",Germany,Hidden_Cam,666,https://xhamster.com/users/muskat,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Was macht da mit meiner Ehefrau ,Male and female couple,Heterosexual,"['macht', 'da', 'mit', 'meiner', 'ehefrau']","['macht', 'da', 'mit', 'meiner', 'ehefrau']"
klasse!!!,2019-09-23 17:18:54 UTC,36,"Male, Heterosexual",Germany,Hidden_Cam,666,https://xhamster.com/users/blank66,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,klasse ,Male,Heterosexual,['klass'],['klasse']
Load of shit,2019-09-23 16:55:35 UTC,36,"Male, Heterosexual",United Kingdom,Hidden_Cam,666,https://xhamster.com/users/jayembe49,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Load of shit,Male,Heterosexual,"['load', 'shit']","['load', 'shit']"
To jest masaż,2019-09-23 14:50:19 UTC,36,"Female, Heterosexual",Poland,Hidden_Cam,666,https://xhamster.com/users/samica81,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,To jest masa ,Female,Heterosexual,"['jest', 'masa']","['jest', 'masa']"
"Love the scene
But would here here more pleasure",2019-09-23 14:47:01 UTC,36,"Male, Heteroflexible",Switzerland,Hidden_Cam,666,https://xhamster.com/users/norisk,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Love the scene But would here here more pleasure,Male,Heteroflexible,"['love', 'scene', 'would', 'pleasur']","['love', 'scene', 'would', 'pleasure']"
Very fake...,2019-09-23 10:55:35 UTC,36,"Male, Heterosexual",Italy,Hidden_Cam,666,https://xhamster.com/users/pirino91,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Very fake ,Male,Heterosexual,['fake'],['fake']
nice massage,2019-09-22 22:53:46 UTC,36,"Female, Heterosexual",Italy,Hidden_Cam,666,https://xhamster.com/users/monika__,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,nice massage,Female,Heterosexual,"['nice', 'massag']","['nice', 'massage']"
Really hot!!! Love her pussy,2019-09-22 20:40:39 UTC,36,"Male, Heterosexual",Venezuela,Hidden_Cam,666,https://xhamster.com/users/hitman_87,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Really hot Love her pussy,Male,Heterosexual,"['realli', 'hot', 'love', 'pussi']","['really', 'hot', 'love', 'pussy']"
lame,2019-09-22 20:26:57 UTC,36,"Male, Heterosexual",United States,Hidden_Cam,666,https://xhamster.com/users/ikeinb,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,lame,Male,Heterosexual,['lame'],['lame']
Oh god! look at that gorgeous ass,2019-09-22 20:19:57 UTC,36,"Female, Heterosexual",,Hidden_Cam,666,https://xhamster.com/users/sonoe7,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,Oh god look at that gorgeous ass,Female,Heterosexual,"['oh', 'god', 'look', 'gorgeou', 'ass']","['oh', 'god', 'look', 'gorgeous', 'as']"
thats so good,2019-09-22 20:15:53 UTC,36,"Male and female couple, Bisexual",France,Hidden_Cam,666,https://xhamster.com/users/crazyfrog53,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,thats so good,Male and female couple,Bisexual,"['that', 'good']","['thats', 'good']"
"As a masseuse, he hasn't the slightest idea what he's doing other than getting a hard-on over this sexy gal. Can't blame him! He's got a nice dick to play with, and she's got a nice body to cum on to. Nice tits and nipples and a pretty camel toe pussy.",2019-09-22 19:17:24 UTC,36,"Male, Heterosexual",United States,Hidden_Cam,666,https://xhamster.com/users/btsinger,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,As a masseuse he hasn t the slightest idea what he s doing other than getting a hard on over this sexy gal Can t blame him He s got a nice dick to play with and she s got a nice body to cum on to Nice tits and nipples and a pretty camel toe pussy ,Male,Heterosexual,"['masseus', 'slightest', 'idea', 'get', 'hard', 'sexi', 'gal', 'blame', 'got', 'nice', 'dick', 'play', 'got', 'nice', 'bodi', 'cum', 'nice', 'tit', 'nippl', 'pretti', 'camel', 'toe', 'pussi']","['masseuse', 'slightest', 'idea', 'get', 'hard', 'sexy', 'gal', 'blame', 'get', 'nice', 'dick', 'play', 'get', 'nice', 'body', 'cum', 'nice', 'tit', 'nipple', 'pretty', 'camel', 'toe', 'pussy']"
trop bonne la mature !!!,2019-09-22 18:01:44 UTC,36,"Male, Heterosexual",France,Hidden_Cam,666,https://xhamster.com/users/dabou58,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,trop bonne la mature ,Male,Heterosexual,"['trop', 'bonn', 'la', 'matur']","['trop', 'bonne', 'la', 'mature']"
< degrade me below my video for nude!,2019-09-22 17:52:16 UTC,36,Female,United States,Hidden_Cam,666,https://xhamster.com/users/tinyjen,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651, degrade me below my video for nude ,Female,Female,"['degrad', 'video', 'nude']","['degrade', 'video', 'nude']"
excellent,2019-09-22 17:52:14 UTC,36,"Male, Heterosexual",Russian Federation,Hidden_Cam,666,https://xhamster.com/users/svetik28,https://xhamster.com/videos/massage-milf-hidden-cam-mp4-12448308,320651,excellent,Male,Heterosexual,['excel'],['excellent']
